period,pbp_order,abs_time,team_id,team_abbrev,flag_type,player_id,player_name,idle_seconds,description,resolved_via_last_name,sub_direction_inverted,lineup_json
3,251,1440.0,1610612745,HOU,possible_missing_sub_out,1628415,Dillon Brooks,259.0,Start of 3rd Period (4:27 PM EST),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,253,1472.0,1610612742,DAL,possible_missing_sub_out,1629023,P.J. Washington,131.0,MISS Thompson 21' Pullup Jump Shot,false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,253,1472.0,1610612745,HOU,possible_missing_sub_out,1630224,Jalen Green,136.0,MISS Thompson 21' Pullup Jump Shot,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,256,1479.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:3 Def:2),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,259,1520.0,1610612742,DAL,possible_missing_sub_out,203076,Anthony Davis,129.7,Thompson 3PT Jump Shot (14 PTS) (Brooks 1 AST),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,260,1538.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie 16' Step Back Jump Shot (10 PTS) (Davis 6 AST),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,265,1577.0,1610612745,HOU,possible_missing_sub_out,1631106,Tari Eason,137.2,Sengun P.FOUL (P3.T1) (J.Schroeder),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,269,1599.0,1610612742,DAL,possible_missing_sub_out,1629655,Daniel Gafford,122.0,MISS Ja. Green 24' 3PT Jump Shot,false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,270,1602.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:4 Def:2),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,272,1608.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie REBOUND (Off:0 Def:1),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,276,1635.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:5 Def:2),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,278,1651.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,MISS Christie 8' Driving Floating Bank Jump Shot,false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,282,1670.0,1610612742,DAL,sub_direction_inverted,1629655,Daniel Gafford,,SUB: Marshall FOR Gafford,false,true,"[202681, 202691, 203076, 1629023, 1629655]"
3,287,1701.0,1610612742,DAL,sub_direction_inverted,202691,Klay Thompson,,SUB: Exum FOR Thompson,false,true,"[202681, 202691, 203076, 1629023, 1629655]"
3,289,1721.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,MISS Marshall 7' Driving Floating Jump Shot,false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,289,1721.0,1610612745,HOU,possible_missing_sub_out,1641708,Amen Thompson,135.0,MISS Marshall 7' Driving Floating Jump Shot,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,290,1723.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:5 Def:3),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,292,1761.0,1610612745,HOU,possible_missing_sub_out,1628415,Dillon Brooks,121.0,MISS Irving 3' Driving Finger Roll Layup,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,296,1791.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall 5' Driving Floating Jump Shot (6 PTS),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,297,1806.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,MISS Adams 7' Floating Jump Shot,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,298,1811.0,1610612742,DAL,possible_missing_sub_out,203076,Anthony Davis,122.0,Brooks REBOUND (Off:1 Def:2),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,300,1818.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:6 Def:3),false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,301,1818.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,MISS Adams 1' Putback Layup,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,304,1819.0,1610612742,DAL,sub_direction_inverted,1631108,Max Christie,,SUB: Dinwiddie FOR Christie,false,true,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,305,1829.0,1610612742,DAL,possible_missing_sub_out,202691,Klay Thompson,128.0,Sengun 5' Turnaround Hook Shot (18 PTS),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,305,1829.0,1610612742,DAL,possible_missing_sub_out,1631108,Max Christie,178.0,Sengun 5' Turnaround Hook Shot (18 PTS),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,309,1883.0,1610612742,DAL,possible_missing_sub_out,202681,Kyrie Irving,122.0,Thompson REBOUND (Off:1 Def:3),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,310,1889.0,1610612745,HOU,possible_missing_sub_out,1630224,Jalen Green,123.0,MISS Brooks 25' 3PT Running Jump Shot,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,311,1892.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall REBOUND (Off:0 Def:2),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,312,1901.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall 25' 3PT Jump Shot (9 PTS) (Dinwiddie 1 AST),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,313,1914.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,MISS Adams 8' Driving Layup,false,false,"[1628415, 1630224, 1630578, 1631106, 1641708]"
3,316,1915.0,1610612745,HOU,sub_direction_inverted,203500,Steven Adams,,SUB: Eason FOR Adams,false,true,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,319,1932.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall 3PT Jump Shot (12 PTS) (Davis 7 AST),false,false,"[202681, 202691, 203076, 1629023, 1629655, 1631108]"
3,323,1959.0,1610612745,HOU,sub_direction_inverted,1641708,Amen Thompson,,SUB: Whitmore FOR Thompson,false,true,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,325,1975.0,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,MISS Whitmore 26' 3PT Step Back Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,334,1990.0,1610612742,DAL,sub_direction_inverted,202681,Kyrie Irving,,SUB: Christie FOR Irving,false,true,"[202681, 202691, 203076, 1629023, 1629655]"
3,336,2012.0,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,Whitmore S.FOUL (P2.T3) (P.Ransom),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,336,2012.0,1610612745,HOU,possible_missing_sub_out,1628415,Dillon Brooks,123.0,Whitmore S.FOUL (P2.T3) (P.Ransom),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,341,2051.0,1610612742,DAL,missing_sub_in,203915,Spencer Dinwiddie,,Dinwiddie 26' 3PT Pullup Jump Shot (10 PTS),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,341,2051.0,1610612745,HOU,possible_missing_sub_out,203500,Steven Adams,137.0,Dinwiddie 26' 3PT Pullup Jump Shot (10 PTS),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,342,2063.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie P.FOUL (P2.T3) (J.Schroeder),false,false,"[202681, 202691, 203076, 1629023, 1629655]"
3,343,2063.0,1610612742,DAL,sub_direction_inverted,203957,Dante Exum,,SUB: Gafford FOR Exum,false,true,"[202681, 202691, 203076, 203957, 1629023]"
3,344,2063.0,1610612742,DAL,sub_direction_inverted,203076,Anthony Davis,,SUB: Irving FOR Davis,false,true,"[202691, 203076, 203957, 1629023]"
3,345,2070.0,1610612742,DAL,possible_missing_sub_out,203957,Dante Exum,721.0,MISS Eason 25' 3PT Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
3,345,2070.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,MISS Eason 25' 3PT Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,346,2072.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason REBOUND (Off:3 Def:1),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,347,2074.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason 14' Jump Shot (6 PTS),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,348,2095.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie 27' 3PT Jump Shot (13 PTS) (Irving 5 AST),false,false,"[202691, 203076, 203957, 1629023]"
3,348,2095.0,1610612745,HOU,possible_missing_sub_out,1641708,Amen Thompson,136.0,Christie 27' 3PT Jump Shot (13 PTS) (Irving 5 AST),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,349,2121.8,1610612742,DAL,possible_missing_sub_out,203076,Anthony Davis,131.8,MISS Whitmore 26' 3PT Step Back Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
3,349,2121.8,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,MISS Whitmore 26' 3PT Step Back Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,350,2123.7,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall REBOUND (Off:0 Def:3),false,false,"[202691, 203076, 203957, 1629023]"
3,351,2123.7,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason P.FOUL (P1.T4) (B.Forte),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,352,2123.7,1610612745,HOU,sub_direction_inverted,1628415,Dillon Brooks,,SUB: Holiday FOR Brooks,false,true,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,353,2134.6,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,MISS Irving 26' 3PT Pullup Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
3,353,2134.6,1610612745,HOU,possible_missing_sub_out,1630224,Jalen Green,129.6,MISS Irving 26' 3PT Pullup Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,354,2137.1,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,Whitmore REBOUND (Off:0 Def:3),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,355,2155.6,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason 1' Alley Oop Layup (8 PTS) (Ja. Green 6 AST),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
3,355,2155.6,1610612745,HOU,possible_missing_sub_out,1630578,Alperen Sengun,131.6,Eason 1' Alley Oop Layup (8 PTS) (Ja. Green 6 AST),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,358,2181.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving 1' Driving Layup (7 PTS),false,false,"[202691, 203076, 203957, 1629023]"
4,359,2202.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,MISS Eason 4' Driving Layup,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,363,2208.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford P.FOUL (P4.T1) (P.Ransom),false,false,"[202691, 203076, 203957, 1629023]"
4,361,2208.0,1610612745,HOU,missing_sub_in,1628988,Aaron Holiday,,MISS Holiday 26' 3PT Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,364,2213.0,1610612745,HOU,missing_sub_in,1628988,Aaron Holiday,,Holiday 4' Driving Finger Roll Layup (2 PTS) (Thompson 3 AST),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,365,2226.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,MISS Irving 17' Pullup Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,366,2228.0,1610612745,HOU,missing_sub_in,1628988,Aaron Holiday,,Holiday REBOUND (Off:0 Def:1),false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,367,2232.0,1610612745,HOU,missing_sub_in,1628988,Aaron Holiday,,MISS Holiday 5' Running Jump Shot,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,369,2254.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving 8' Driving Floating Jump Shot (9 PTS),false,false,"[202691, 203076, 203957, 1629023]"
4,371,2272.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford REBOUND (Off:2 Def:3),false,false,"[202691, 203076, 203957, 1629023]"
4,372,2284.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,MISS Irving 6' Driving Floating Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,373,2287.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving REBOUND (Off:2 Def:0),false,false,"[202691, 203076, 203957, 1629023]"
4,374,2301.0,1610612742,DAL,missing_sub_in,203915,Spencer Dinwiddie,,MISS Dinwiddie 7' Driving Finger Roll Layup,false,false,"[202691, 203076, 203957, 1629023]"
4,375,2303.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford REBOUND (Off:3 Def:3),false,false,"[202691, 203076, 203957, 1629023]"
4,376,2304.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford 1' Putback Dunk (4 PTS),false,false,"[202691, 203076, 203957, 1629023]"
4,378,2327.0,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,MISS Whitmore 3' Driving Layup,false,false,"[203500, 1628415, 1630224, 1630578, 1641708]"
4,382,2327.0,1610612745,HOU,sub_direction_inverted,1628988,Aaron Holiday,,SUB: Ja. Green FOR Holiday,false,true,"[203500, 1628415, 1628988, 1630578, 1641708]"
4,384,2342.0,1610612745,HOU,possible_missing_sub_out,203500,Steven Adams,134.0,Thompson 11' Pullup Jump Shot (18 PTS),false,false,"[203500, 1628415, 1628988, 1630578, 1641708]"
4,385,2358.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving 13' Pullup Jump Shot (11 PTS),false,false,"[202691, 203076, 203957, 1629023]"
4,385,2358.0,1610612742,DAL,possible_missing_sub_out,202691,Klay Thompson,124.0,Irving 13' Pullup Jump Shot (11 PTS),false,false,"[202691, 203076, 203957, 1629023]"
4,385,2358.0,1610612745,HOU,possible_missing_sub_out,1628988,Aaron Holiday,126.0,Irving 13' Pullup Jump Shot (11 PTS),false,false,"[203500, 1628415, 1628988, 1630578, 1641708]"
4,386,2370.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving S.FOUL (P1.T2) (J.Schroeder),false,false,"[202691, 203076, 203957, 1629023]"
4,388,2370.0,1610612742,DAL,sub_direction_inverted,203915,Spencer Dinwiddie,,SUB: Exum FOR Dinwiddie,false,true,"[202691, 203076, 203915, 1629023]"
4,390,2380.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,Irving Bad Pass Turnover (P1.T4),false,false,"[202691, 203076, 203915, 1629023]"
4,393,2394.0,1610612745,HOU,sub_direction_inverted,203500,Steven Adams,,SUB: Sengun FOR Adams,false,true,"[203500, 1628415, 1628988, 1641708]"
4,394,2394.0,1610612745,HOU,sub_direction_inverted,1631106,Tari Eason,,SUB: Brooks FOR Eason,false,true,"[203500, 1628988, 1631106, 1641708]"
4,395,2401.0,1610612745,HOU,possible_missing_sub_out,1631106,Tari Eason,199.0,"",false,false,"[203500, 1628988, 1631106, 1641708]"
4,398,2411.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun Lost Ball Turnover (P1.T7),false,false,"[203500, 1628988, 1631106, 1641708]"
4,399,2427.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,MISS Christie 3PT Jump Shot,false,false,"[202691, 203076, 203915, 1629023]"
4,399,2427.0,1610612742,DAL,possible_missing_sub_out,203915,Spencer Dinwiddie,126.0,MISS Christie 3PT Jump Shot,false,false,"[202691, 203076, 203915, 1629023]"
4,400,2429.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford REBOUND (Off:4 Def:3),false,false,"[202691, 203076, 203915, 1629023]"
4,401,2430.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun S.FOUL (P4.T1) (J.Schroeder),false,false,"[203500, 1628988, 1631106, 1641708]"
4,405,2432.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun REBOUND (Off:1 Def:6),false,false,"[203500, 1628988, 1631106, 1641708]"
4,408,2442.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie L.B.FOUL (P3.T3) (J.Schroeder),false,false,"[202691, 203076, 203915, 1629023]"
4,409,2442.0,1610612742,DAL,sub_direction_inverted,202691,Klay Thompson,,SUB: Marshall FOR Thompson,false,true,"[202691, 203076, 203915, 1629023]"
4,406,2442.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,MISS Ja. Green 1' Driving Layup,false,false,"[203500, 1628988, 1631106, 1641708]"
4,410,2450.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,Ja. Green 6' Driving Floating Bank Jump Shot (22 PTS),false,false,"[203500, 1628988, 1631106, 1641708]"
4,412,2466.0,1610612742,DAL,sub_direction_inverted,203957,Dante Exum,,SUB: Dinwiddie FOR Exum,false,true,"[202691, 203076, 203957, 1629023]"
4,411,2466.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,Ja. Green P.FOUL (P2.T2) (P.Ransom),false,false,"[203500, 1628988, 1631106, 1641708]"
4,413,2477.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,MISS Gafford 8' Driving Hook Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,414,2479.0,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,Whitmore REBOUND (Off:0 Def:4),false,false,"[203500, 1628988, 1631106, 1641708]"
4,415,2491.0,1610612745,HOU,missing_sub_in,1641715,Cam Whitmore,,MISS Whitmore 5' Driving Floating Jump Shot,false,false,"[203500, 1628988, 1631106, 1641708]"
4,420,2515.0,1610612745,HOU,sub_direction_inverted,1641708,Amen Thompson,,SUB: Adams FOR Thompson,false,true,"[1628988, 1631106, 1641708]"
4,421,2515.0,1610612745,HOU,sub_direction_inverted,1641715,Cam Whitmore,,SUB: Eason FOR Whitmore,false,true,"[1628988, 1641708, 1641715]"
4,425,2533.0,1610612742,DAL,possible_missing_sub_out,202691,Klay Thompson,129.0,Sengun 3 Second Violation Turnover (P2.T8),false,false,"[202691, 203076, 203957, 1629023]"
4,425,2533.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun 3 Second Violation Turnover (P2.T8),false,false,"[1628988, 1641708, 1641715]"
4,426,2555.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall 21' Jump Shot (14 PTS) (Christie 2 AST),false,false,"[202691, 203076, 203957, 1629023]"
4,427,2576.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun 5' Turnaround Hook Shot (22 PTS),false,false,"[1628988, 1641708, 1641715]"
4,428,2606.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,MISS Marshall 24' 3PT Pullup Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,429,2608.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason REBOUND (Off:3 Def:2),false,false,"[1628988, 1641708, 1641715]"
4,430,2618.0,1610612742,DAL,missing_sub_in,203915,Spencer Dinwiddie,,Dinwiddie P.FOUL (P2.T4) (B.Forte),false,false,"[202691, 203076, 203957, 1629023]"
4,430,2618.0,1610612745,HOU,possible_missing_sub_out,1641715,Cam Whitmore,127.0,Dinwiddie P.FOUL (P2.T4) (B.Forte),false,false,"[1628988, 1641708, 1641715]"
4,431,2623.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall P.FOUL (P1.PN) (P.Ransom),false,false,"[202691, 203076, 203957, 1629023]"
4,434,2639.0,1610612745,HOU,missing_sub_in,1628415,Dillon Brooks,,Brooks S.FOUL (P3.T4) (P.Ransom),false,false,"[1628988, 1641708, 1641715]"
4,434,2639.0,1610612745,HOU,possible_missing_sub_out,1641708,Amen Thompson,124.0,Brooks S.FOUL (P3.T4) (P.Ransom),false,false,"[1628988, 1641708, 1641715]"
4,437,2651.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,MISS Ja. Green 2' Driving Layup,false,false,"[1628988, 1641708, 1641715]"
4,438,2654.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams REBOUND (Off:9 Def:3),false,false,"[1628988, 1641708, 1641715]"
4,439,2657.0,1610612745,HOU,missing_sub_in,203500,Steven Adams,,Adams Tip Dunk Shot (2 PTS),false,false,"[1628988, 1641708, 1641715]"
4,440,2668.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,MISS Christie 5' Driving Layup,false,false,"[202691, 203076, 203957, 1629023]"
4,441,2671.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford REBOUND (Off:5 Def:3),false,false,"[202691, 203076, 203957, 1629023]"
4,442,2673.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall 1' Driving Layup (16 PTS) (Gafford 1 AST),false,false,"[202691, 203076, 203957, 1629023]"
4,444,2673.0,1610612745,HOU,sub_direction_inverted,1631106,Tari Eason,,SUB: Thompson FOR Eason,false,true,"[1628988, 1631106, 1641715]"
4,445,2690.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall P.FOUL (P2.PN) (P.Ransom),false,false,"[202691, 203076, 203957, 1629023]"
4,448,2690.0,1610612745,HOU,sub_direction_inverted,203500,Steven Adams,,SUB: Eason FOR Adams,false,true,"[203500, 1628988, 1641715]"
4,450,2692.0,1610612742,DAL,missing_sub_in,1629655,Daniel Gafford,,Gafford REBOUND (Off:5 Def:4),false,false,"[202691, 203076, 203957, 1629023]"
4,451,2706.0,1610612742,DAL,missing_sub_in,203915,Spencer Dinwiddie,,MISS Dinwiddie 6' Driving Floating Bank Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,452,2707.0,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason REBOUND (Off:3 Def:3),false,false,"[203500, 1628988, 1641715]"
4,453,2717.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,Ja. Green 14' Step Back Jump Shot (24 PTS),false,false,"[203500, 1628988, 1641715]"
4,454,2740.0,1610612742,DAL,missing_sub_in,202681,Kyrie Irving,,MISS Irving 26' 3PT Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,455,2742.0,1610612745,HOU,missing_sub_in,1641708,Amen Thompson,,Thompson REBOUND (Off:2 Def:5),false,false,"[203500, 1628988, 1641715]"
4,456,2747.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,MISS Ja. Green 4' Driving Floating Jump Shot,false,false,"[203500, 1628988, 1641715]"
4,457,2750.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie REBOUND (Off:0 Def:2),false,false,"[202691, 203076, 203957, 1629023]"
4,458,2752.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,MISS Christie 4' Driving Floating Jump Shot,false,false,"[202691, 203076, 203957, 1629023]"
4,461,2752.0,1610612742,DAL,sub_direction_inverted,203915,Spencer Dinwiddie,,SUB: Exum FOR Dinwiddie,false,true,"[202691, 203076, 203915, 1629023]"
4,462,2756.0,1610612745,HOU,missing_sub_in,1628415,Dillon Brooks,,Brooks S.FOUL (P4.PN) (P.Ransom),false,false,"[203500, 1628988, 1641715]"
4,464,2756.0,1610612745,HOU,sub_direction_inverted,1631106,Tari Eason,,SUB: Adams FOR Eason,false,true,"[1628988, 1631106, 1641715]"
4,466,2767.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,MISS Ja. Green 3PT Jump Shot,false,false,"[1628988, 1631106, 1641715]"
4,467,2770.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,Ja. Green REBOUND (Off:1 Def:2),false,false,"[1628988, 1631106, 1641715]"
4,468,2772.0,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,Ja. Green Bad Pass Turnover (P2.T9),false,false,"[1628988, 1631106, 1641715]"
4,469,2782.0,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie 26' 3PT Jump Shot (19 PTS) (Irving 6 AST),false,false,"[202691, 203076, 203915, 1629023]"
4,470,2792.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,MISS Sengun 7' Turnaround Bank Shot,false,false,"[1628988, 1631106, 1641715]"
4,475,2792.0,1610612745,HOU,sub_direction_inverted,203500,Steven Adams,,SUB: Eason FOR Adams,false,true,"[203500, 1628988, 1641715]"
4,476,2801.0,1610612745,HOU,missing_sub_in,1641708,Amen Thompson,,Thompson S.FOUL (P5.PN) (B.Forte),false,false,"[203500, 1628988, 1641715]"
4,476,2801.0,1610612745,HOU,possible_missing_sub_out,203500,Steven Adams,144.0,Thompson S.FOUL (P5.PN) (B.Forte),false,false,"[203500, 1628988, 1641715]"
4,480,2803.0,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun REBOUND (Off:1 Def:7),false,false,"[203500, 1628988, 1641715]"
4,481,2813.0,1610612742,DAL,missing_sub_in,203957,Dante Exum,,Exum S.FOUL (P1.PN) (B.Forte),false,false,"[202691, 203076, 203915, 1629023]"
4,484,2815.0,1610612742,DAL,missing_sub_in,1630230,Naji Marshall,,Marshall REBOUND (Off:0 Def:4),false,false,"[202691, 203076, 203915, 1629023]"
4,486,2821.2,1610612742,DAL,missing_sub_in,1631108,Max Christie,,Christie Out of Bounds - Bad Pass Turnover Turnover (P1.T5),false,false,"[202691, 203076, 203915, 1629023]"
4,487,2825.5,1610612745,HOU,missing_sub_in,1630578,Alperen Sengun,,Sengun 1' Driving Floating Jump Shot (28 PTS) (Thompson 4 AST),false,false,"[203500, 1628988, 1641715]"
4,488,2828.4,1610612742,DAL,possible_missing_sub_out,203915,Spencer Dinwiddie,122.4,Eason P.FOUL (P2.PN) (B.Forte),false,false,"[202691, 203076, 203915, 1629023]"
4,488,2828.4,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason P.FOUL (P2.PN) (B.Forte),false,false,"[203500, 1628988, 1641715]"
4,491,2834.8,1610612745,HOU,missing_sub_in,1630224,Jalen Green,,MISS Ja. Green 2' Driving Dunk,false,false,"[203500, 1628988, 1641715]"
4,492,2837.4,1610612742,DAL,missing_sub_in,203957,Dante Exum,,Exum REBOUND (Off:0 Def:2),false,false,"[202691, 203076, 203915, 1629023]"
4,495,2842.8,1610612742,DAL,sub_direction_inverted,202681,Kyrie Irving,,SUB: Prosper FOR Irving,false,true,"[202681, 202691, 203076, 203915, 1629023]"
4,496,2842.8,1610612742,DAL,sub_direction_inverted,1629655,Daniel Gafford,,SUB: Edwards FOR Gafford,false,true,"[202681, 202691, 203076, 203915, 1629023, 1629655]"
4,497,2842.8,1610612742,DAL,possible_missing_sub_out,1629655,Daniel Gafford,150.8,Exum Free Throw 2 of 2 (4 PTS),false,false,"[202681, 202691, 203076, 203915, 1629023, 1629655]"
4,493,2842.8,1610612745,HOU,missing_sub_in,1631106,Tari Eason,,Eason P.FOUL (P3.PN) (P.Ransom),false,false,"[203500, 1628988, 1641715]"
